dc:identifier,dc:modified,ayto:Linea,dc:EtiquetaLinea,ayto:NombreSublinea,ayto:SentidoRuta,ayto:Ruta,ayto:NParada,ayto:NombreParada,ayto:PuntoKM,ayto:PosX,ayto:PosY,uri
17-24-46-2-406-2548,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,406,BARRIO EL SOMO 55,2548,430611.37,4813182.39,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-406-2548.csv
17-24-46-2-407-2754,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,407,BARRIO EL SOMO 37,2754,430811.2,4813135.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-407-2754.csv
17-24-46-2-408-2985,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,408,EL SOMO,2985,431033.34,4813072.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-408-2985.csv
17-24-46-2-413-4619,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,413,LA ALBERICIA 1,4619,432521.01,4812645.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-413-4619.csv
17-24-46-2-420-3213,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,420,LA GLORIA 179,3213,431261.47,4813057.65,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-420-3213.csv
17-24-46-2-421-3534,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,421,LA GLORIA 157,3534,431584.0,4813045.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-421-3534.csv
17-24-46-2-422-3777,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,422,LA GLORIA 123,3777,431826.0,4813058.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-422-3777.csv
17-24-46-2-423-4112,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,423,LA GLORIA 43,4112,432089.99,4812877.47,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-423-4112.csv
17-24-46-2-424-4250,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,424,LA GLORIA 1,4250,432196.0,4812788.28,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-424-4250.csv
17-24-46-2-441-4869,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,441,EMILIO DIAZ CANEJA,4869,432699.97,4812538.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-441-4869.csv
17-24-46-2-443-1419,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,46,443,EL MAZO,1419,429880.26,4813212.99,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-24-46-2-443-1419.csv
17-25-47-1-182-4431,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,182,COMPLEJO RUTH BEITIA,4431,431054.3,4812486.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-182-4431.csv
17-25-47-1-183-4641,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,183,POLIDEPORTIVO,4641,430853.4,4812424.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-183-4641.csv
17-25-47-1-211-3328,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,211,LAVAPIES 34,3328,432120.08,4812749.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-211-3328.csv
17-25-47-1-212-3961,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,212,AVENIDA DEL DEPORTE 6,3961,431511.06,4812597.13,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-212-3961.csv
17-25-47-1-356-0,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,356,PLAZA DE LAS ESTACIONES,0,434504.96,4812331.56,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-356-0.csv
17-25-47-1-364-2269,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,364,PEDRO SAN MARTIN 12,2269,433021.11,4812496.04,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-364-2269.csv
17-25-47-1-390-2882,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,390,LA ALBERICIA 18,2882,432518.67,4812662.02,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-390-2882.csv
17-25-47-1-393-3668,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,393,AVENIDA DEL DEPORTE 2,3668,431792.5,4812676.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-393-3668.csv
17-25-47-1-394-4032,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,394,INSTITUTO ALBERICIA,4032,431442.72,4812577.73,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-394-4032.csv
17-25-47-1-395-4210,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,395,CASA DEL DEPORTE,4210,431270.89,4812529.93,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-395-4210.csv
17-25-47-1-396-5024,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,396,CORCEÑO,5024,430787.46,4812750.14,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-396-5024.csv
17-25-47-1-397-5538,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,397,BARRIO EL SOMO,5538,431024.52,4813081.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-397-5538.csv
17-25-47-1-398-5754,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,398,AMBULATORIO,5754,430816.24,4813139.54,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-398-5754.csv
17-25-47-1-399-5959,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,399,BARRIO EL SOMO 82,5959,430617.16,4813189.08,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-399-5959.csv
17-25-47-1-400-6365,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,400,BARRIO EL SOMO 118,6365,430228.06,4813127.58,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-400-6365.csv
17-25-47-1-403-6703,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,403,CORBAN,6703,429918.2,4813044.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-403-6703.csv
17-25-47-1-41-536,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,41,PLAZA AYUNTAMIENTO,536,434566.4,4812609.6,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-41-536.csv
17-25-47-1-42-757,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,42,JESUS DE MONASTERIO 12,757,434352.71,4812629.96,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-42-757.csv
17-25-47-1-43-1351,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,43,SAN FERNANDO 22,1351,433781.15,4812477.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-43-1351.csv
17-25-47-1-436-2055,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,436,PEDRO SAN MARTIN 8,2055,433122.13,4812310.04,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-436-2055.csv
17-25-47-1-437-2632,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,437,EMILIO DIAZ CANEJA 2,2632,432724.8,4812536.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-437-2632.csv
17-25-47-1-44-1731,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,47,44,SAN FERNANDO 66,1731,433423.91,4812350.44,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-47-1-44-1731.csv
17-25-48-2-10-6461,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,10,CUATRO CAMINOS,6461,433332.95,4812298.22,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-10-6461.csv
17-25-48-2-11-6932,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,11,SAN FERNANDO,6932,433774.01,4812459.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-11-6932.csv
17-25-48-2-12-7567,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,12,JESUS DE MONASTERIO 21,7567,434383.45,4812617.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-12-7567.csv
17-25-48-2-144-5821,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,144,COLEGIO LA SALLE,5821,433460.24,4812707.05,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-144-5821.csv
17-25-48-2-145-6098,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,145,CAMILO ALONSO VEGA 19,6098,433299.92,4812480.95,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-145-6098.csv
17-25-48-2-153-2999,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,153,COMPLEJO DEPORTIVO,2999,431127.17,4812480.9,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-153-2999.csv
17-25-48-2-154-3462,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,154,AVENIDA DEL DEPORTE 11,3462,431573.44,4812604.96,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-154-3462.csv
17-25-48-2-155-4153,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,155,LAVAPIES 1,4153,432244.24,4812746.2,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-155-4153.csv
17-25-48-2-172-6209,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,172,CAMILO ALONSO VEGA 9,6209,433239.7,4812390.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-172-6209.csv
17-25-48-2-181-2739,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,181,AVENIDA DEL DEPORTE 15,2739,430875.25,4812415.41,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-181-2739.csv
17-25-48-2-191-5138,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,191,GENERAL DAVILA 125,5138,433051.99,4812639.17,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-191-5138.csv
17-25-48-2-192-5481,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,192,GENERAL DAVILA 117,5481,433372.38,4812758.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-192-5481.csv
17-25-48-2-356-7942,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,356,PLAZA DE LAS ESTACIONES,7942,434504.96,4812331.56,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-356-7942.csv
17-25-48-2-403-0,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,403,CORBAN,0,429918.2,4813044.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-403-0.csv
17-25-48-2-404-516,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,404,EL MAZO 30,516,430096.77,4813353.64,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-404-516.csv
17-25-48-2-405-1030,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,405,EL MAZO 2,1030,430546.8,4813489.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-405-1030.csv
17-25-48-2-406-1360,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,406,BARRIO EL SOMO 55,1360,430611.37,4813182.39,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-406-1360.csv
17-25-48-2-407-1566,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,407,BARRIO EL SOMO 37,1566,430811.2,4813135.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-407-1566.csv
17-25-48-2-408-1835,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,408,EL SOMO,1835,431033.34,4813072.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-408-1835.csv
17-25-48-2-409-2339,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,409,CORCEÑO 69,2339,430773.57,4812706.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-409-2339.csv
17-25-48-2-411-3675,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,411,AVENIDA DEL DEPORTE 3,3675,431778.1,4812664.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-411-3675.csv
17-25-48-2-412-3889,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,412,LA CAVADUCA,3889,431977.04,4812731.59,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-412-3889.csv
17-25-48-2-413-4472,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,413,LA ALBERICIA 1,4472,432521.01,4812645.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-413-4472.csv
17-25-48-2-441-4722,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,441,EMILIO DIAZ CANEJA,4722,432699.97,4812538.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-441-4722.csv
17-25-48-2-443-238,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,443,EL MAZO,238,429880.26,4813212.99,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-443-238.csv
17-25-48-2-465-3321,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,48,465,AVENIDA DEL DEPORTE 9,3321,431437.73,4812567.68,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-25-48-2-465-3321.csv
17-26-49-1-356-0,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,356,PLAZA DE LAS ESTACIONES,0,434504.96,4812331.56,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-356-0.csv
17-26-49-1-364-2269,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,364,PEDRO SAN MARTIN 12,2269,433021.11,4812496.04,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-364-2269.csv
17-26-49-1-390-2882,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,390,LA ALBERICIA 18,2882,432518.67,4812662.02,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-390-2882.csv
17-26-49-1-397-4506,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,397,BARRIO EL SOMO,4506,431024.52,4813081.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-397-4506.csv
17-26-49-1-398-4723,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,398,AMBULATORIO,4723,430816.24,4813139.54,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-398-4723.csv
17-26-49-1-399-4928,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,399,BARRIO EL SOMO 82,4928,430617.16,4813189.08,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-399-4928.csv
17-26-49-1-400-5333,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,400,BARRIO EL SOMO 118,5333,430228.06,4813127.58,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-400-5333.csv
17-26-49-1-403-5671,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,403,CORBAN,5671,429918.2,4813044.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-403-5671.csv
17-26-49-1-41-536,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,41,PLAZA AYUNTAMIENTO,536,434566.4,4812609.6,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-41-536.csv
17-26-49-1-414-3215,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,414,LA GLORIA 8,3215,432213.55,4812788.89,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-414-3215.csv
17-26-49-1-415-3432,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,415,LA GLORIA 60,3432,432051.77,4812931.93,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-415-3432.csv
17-26-49-1-416-3700,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,416,LA GLORIA 120,3700,431829.0,4813067.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-416-3700.csv
17-26-49-1-417-3947,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,417,LA GLORIA 144,3947,431584.0,4813054.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-417-3947.csv
17-26-49-1-418-4180,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,418,LA GLORIA 234,4180,431350.58,4813061.98,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-418-4180.csv
17-26-49-1-42-757,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,42,JESUS DE MONASTERIO 12,757,434352.71,4812629.96,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-42-757.csv
17-26-49-1-43-1351,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,43,SAN FERNANDO 22,1351,433781.15,4812477.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-43-1351.csv
17-26-49-1-436-2055,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,436,PEDRO SAN MARTIN 8,2055,433122.13,4812310.04,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-436-2055.csv
17-26-49-1-437-2632,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,437,EMILIO DIAZ CANEJA 2,2632,432724.8,4812536.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-437-2632.csv
17-26-49-1-44-1731,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,49,44,SAN FERNANDO 66,1731,433423.91,4812350.44,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-49-1-44-1731.csv
17-26-50-2-10-5418,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,10,CUATRO CAMINOS,5418,433332.95,4812298.22,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-10-5418.csv
17-26-50-2-11-5889,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,11,SAN FERNANDO,5889,433774.01,4812459.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-11-5889.csv
17-26-50-2-12-6524,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,12,JESUS DE MONASTERIO 21,6524,434383.45,4812617.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-12-6524.csv
17-26-50-2-144-4778,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,144,COLEGIO LA SALLE,4778,433460.24,4812707.05,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-144-4778.csv
17-26-50-2-145-5055,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,145,CAMILO ALONSO VEGA 19,5055,433299.92,4812480.95,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-145-5055.csv
17-26-50-2-172-5166,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,172,CAMILO ALONSO VEGA 9,5166,433239.7,4812390.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-172-5166.csv
17-26-50-2-191-4095,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,191,GENERAL DAVILA 125,4095,433051.99,4812639.17,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-191-4095.csv
17-26-50-2-192-4438,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,192,GENERAL DAVILA 117,4438,433372.38,4812758.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-192-4438.csv
17-26-50-2-356-6899,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,356,PLAZA DE LAS ESTACIONES,6899,434504.96,4812331.56,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-356-6899.csv
17-26-50-2-403-0,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,403,CORBAN,0,429918.2,4813044.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-403-0.csv
17-26-50-2-404-516,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,404,EL MAZO 30,516,430096.77,4813353.64,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-404-516.csv
17-26-50-2-405-1027,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,405,EL MAZO 2,1027,430546.8,4813489.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-405-1027.csv
17-26-50-2-406-1359,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,406,BARRIO EL SOMO 55,1359,430611.37,4813182.39,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-406-1359.csv
17-26-50-2-407-1565,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,407,BARRIO EL SOMO 37,1565,430811.2,4813135.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-407-1565.csv
17-26-50-2-408-1795,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,408,EL SOMO,1795,431033.34,4813072.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-408-1795.csv
17-26-50-2-413-3429,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,413,LA ALBERICIA 1,3429,432521.01,4812645.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-413-3429.csv
17-26-50-2-420-2024,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,420,LA GLORIA 179,2024,431261.47,4813057.65,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-420-2024.csv
17-26-50-2-421-2345,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,421,LA GLORIA 157,2345,431584.0,4813045.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-421-2345.csv
17-26-50-2-422-2588,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,422,LA GLORIA 123,2588,431826.0,4813058.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-422-2588.csv
17-26-50-2-423-2922,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,423,LA GLORIA 43,2922,432089.99,4812877.47,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-423-2922.csv
17-26-50-2-424-3061,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,424,LA GLORIA 1,3061,432196.0,4812788.28,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-424-3061.csv
17-26-50-2-441-3679,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,441,EMILIO DIAZ CANEJA,3679,432699.97,4812538.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-441-3679.csv
17-26-50-2-443-238,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,2,50,443,EL MAZO,238,429880.26,4813212.99,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-26-50-2-443-238.csv
17-80-160-1-356-0,2025-02-28T21:02:08.927Z,17,17,PZA.ESTACIONES-CORBAN/CIRIEGO,1,160,356,PLAZA DE LAS ESTACIONES,0,434504.96,4812331.56,http://datos.santander.es/api/datos/lineas_bus_secuencia/17-80-160-1-356-0.csv
